Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Brand,Model
Mumbai,2010,76477,Diesel,Manual,First,10.0,120.0,MAHINDRA,SCORPIO 2.6 LX
Chennai,2016,28000,Petrol,Automatic,First,13.0,183.0,MERCEDES-BENZ,GLA CLASS 200 SPORT EDITION
Coimbatore,2017,28599,Diesel,Manual,First,16.0,105.0,MAHINDRA,THAR CRDE
Bangalore,2013,45348,Diesel,Manual,Second,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXZ
Coimbatore,2013,80127,Diesel,Automatic,First,12.0,167.0,AUDI,Q5 2008-2012 2.0 TDI
Delhi,2013,68000,Diesel,Automatic,Second,12.0,147.0,LAND,ROVER FREELANDER 2 SE
Pune,2012,75000,Diesel,Manual,Third,20.0,103.0,VOLKSWAGEN,VENTO DIESEL COMFORTLINE
Delhi,2006,48000,Petrol,Automatic,Second,11.0,306.0,BMW,5 SERIES 2003-2012 540I SEDAN
Coimbatore,2019,41871,Diesel,Manual,First,22.0,126.0,HYUNDAI,ELANTRA CRDI SX
Coimbatore,2015,84931,Diesel,Manual,First,15.0,83.0,TATA,SUMO EX
Kolkata,2016,15000,Petrol,Manual,First,22.0,53.0,DATSUN,REDI-GO T
Chennai,2009,110000,Diesel,Automatic,First,11.0,245.0,BMW,X5 XDRIVE 30D
Mumbai,2011,5900,Petrol,Automatic,First,7.0,450.0,BMW,6 SERIES 630I COUPE
Chennai,2002,103653,Petrol,Manual,Second,18.0,47.0,MARUTI,ALTO VXI 1.1
Chennai,2012,64806,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL COMFORTLINE 1.2L
Pune,2016,35000,Petrol,Manual,First,20.0,67.0,DATSUN,GO PLUS A
Bangalore,2016,40000,Petrol,Manual,First,15.0,121.0,HYUNDAI,CRETA 1.6 VTVT S
Kochi,2015,23876,Petrol,Manual,First,24.0,67.0,MARUTI,ALTO K10 VXI
Coimbatore,2013,67901,Diesel,Manual,First,14.0,194.0,HYUNDAI,SANTA FE 4X4
Pune,2014,68865,Diesel,Manual,First,15.0,103.0,VOLKSWAGEN,POLO GT TDI
Pune,2014,71000,Diesel,Manual,Second,25.0,98.0,HONDA,AMAZE S I-DTECH
Chennai,2004,95000,Petrol,Manual,First,15.0,97.0,MARUTI,ESTEEM VXI
Kolkata,2014,25000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Hyderabad,2012,180000,Diesel,Manual,First,20.0,103.0,SKODA,RAPID 1.6 TDI AMBITION
Mumbai,2005,131000,Diesel,Automatic,First,11.0,198.0,MERCEDES-BENZ,E-CLASS 280 CDI
Delhi,2011,65000,Diesel,Manual,Second,12.0,120.0,MAHINDRA,SCORPIO SLE BSIV
Hyderabad,2012,117777,Diesel,Manual,First,21.0,84.0,NISSAN,SUNNY 2011-2014 DIESEL XL
Bangalore,2009,65000,Petrol,Manual,Second,17.0,85.0,MARUTI,SWIFT DZIRE VXI
Kochi,2017,46897,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON SPORTZ
Coimbatore,2015,36695,Petrol,Manual,First,19.0,86.0,HONDA,BRIO S MT
Kolkata,2011,43000,Petrol,Manual,First,18.0,75.0,NISSAN,MICRA XV PRIMO
Mumbai,2008,54000,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI BSII
Hyderabad,2011,89000,Diesel,Automatic,First,22.0,190.0,BMW,3 SERIES 320D
Mumbai,2014,7000,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
Hyderabad,2014,58470,Petrol,Manual,First,23.0,67.0,MARUTI,CELERIO LXI
Kolkata,2014,37000,Petrol,Manual,First,21.0,81.0,MARUTI,WAGON R VXI 1.2
Mumbai,2016,29000,Diesel,Manual,First,26.0,88.0,MARUTI,CIAZ ZDI PLUS
Hyderabad,2013,52000,Diesel,Automatic,First,16.0,147.0,AUDI,A4 2.0 TDI
Kolkata,2013,32807,Petrol,Manual,First,19.0,86.0,HONDA,BRIO S MT
Hyderabad,2013,86000,Diesel,Automatic,First,11.0,120.0,MAHINDRA,SCORPIO VLX 2WD AT BSIV
Delhi,2014,66500,Diesel,Manual,First,26.0,98.0,HONDA,CITY I DTEC V
Ahmedabad,2012,94000,Diesel,Automatic,First,17.0,184.0,BMW,X1 SDRIVE20D
Chennai,2011,29000,Petrol,Manual,Second,18.0,62.0,CHEVROLET,SPARK 1.0 LT
Chennai,2010,107389,Diesel,Manual,Second,20.0,68.0,FORD,FIGO DIESEL EXI
Ahmedabad,2015,36100,Petrol,Manual,First,20.0,81.0,MARUTI,SWIFT VXI BSIV
Mumbai,2015,16329,Diesel,Automatic,First,19.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
Hyderabad,2014,36000,Diesel,Automatic,First,19.0,141.0,SKODA,OCTAVIA ELEGANCE 2.0 TDI AT
Kochi,2017,41816,Diesel,Automatic,First,18.0,190.0,BMW,X3 XDRIVE20D XLINE
Jaipur,2015,54680,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON ERA PLUS
Hyderabad,2017,14000,Diesel,Automatic,First,18.0,187.0,AUDI,A4 35 TDI TECHNOLOGY
Kochi,2017,23977,Petrol,Manual,First,18.0,86.0,FORD,FIGO 2015-2019 1.2P TITANIUM MT
Hyderabad,2013,30131,Petrol,Manual,First,20.0,67.0,MARUTI,ALTO K10 2010-2014 VXI
Hyderabad,2017,2530,Petrol,Manual,First,24.0,47.0,MARUTI,ALTO 800 2016-2019 VXI
Hyderabad,2015,39000,Diesel,Automatic,First,19.0,167.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI STYLE
Chennai,2001,140000,Petrol,Manual,Third,20.0,68.0,HYUNDAI,SANTRO D LITE
Kochi,2017,32257,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI S
Kochi,2016,46983,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Chennai,2008,107000,Diesel,Manual,Second,17.0,75.0,MARUTI,SWIFT VDI BSIII
Mumbai,2017,19000,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI COMFORTLINE
Bangalore,2013,88000,Diesel,Automatic,First,17.0,174.0,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS
Coimbatore,2012,84384,Diesel,Automatic,First,10.0,308.0,LAND,ROVER RANGE ROVER 3.6 TDV8 VOGUE SE
Chennai,2011,128000,Diesel,Manual,Third,16.0,140.0,MAHINDRA,XUV500 W8 2WD
Bangalore,2011,71000,Diesel,Manual,Third,13.0,141.0,FORD,ENDEAVOUR 2.5L 4X2
Kolkata,2008,50000,Diesel,Manual,First,17.0,53.0,TATA,INDICA V2 DLX
Chennai,2016,16000,Petrol,Manual,First,21.0,83.0,MARUTI,BALENO ALPHA
Kolkata,2017,82000,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI BASE
Delhi,2008,80000,Petrol,Manual,First,13.0,130.0,HONDA,CIVIC 2006-2010 1.8 S MT
Delhi,2015,36000,Petrol,Manual,Second,18.0,81.0,HYUNDAI,I20 SPORTZ OPTION 1.2
Coimbatore,2018,17477,Petrol,Manual,First,17.0,108.0,TATA,NEXON 1.2 REVOTRON XZ PLUS
Coimbatore,2016,16725,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 SPORTZ 1.2
Mumbai,2014,48241,Petrol,Manual,First,19.0,85.0,MARUTI,SWIFT DZIRE ZXI
Kochi,2014,52431,Petrol,Manual,First,22.0,67.0,MARUTI,WAGON R LXI
Bangalore,2012,68000,Diesel,Manual,First,21.0,88.0,HYUNDAI,I20 SPORTZ 1.4 CRDI
Hyderabad,2012,158000,Diesel,Automatic,First,12.0,168.0,TOYOTA,FORTUNER 4X2 AT
Coimbatore,2014,31446,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ
Chennai,2015,25000,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 ASTA
Ahmedabad,2016,57000,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 ASTA 1.2
Hyderabad,2007,76000,Petrol,Automatic,First,17.0,97.0,HYUNDAI,SANTRO XING XL AT ERLX EURO II
Kochi,2018,57078,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI PLUS
Kochi,2016,47471,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Hyderabad,2014,50000,Diesel,Automatic,First,15.0,203.0,MERCEDES-BENZ,M-CLASS ML 250 CDI
Ahmedabad,2010,62000,Diesel,Manual,First,23.0,90.0,HYUNDAI,I20 SPORTZ DIESEL
Coimbatore,2013,65807,Petrol,Manual,First,19.0,68.0,HYUNDAI,I10 ERA
Hyderabad,2014,81768,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE VDI
Kochi,2018,9952,Petrol,Automatic,First,10.0,306.0,BMW,Z4 2009-2013 ROADSTER 2.5I
Hyderabad,2017,24000,Diesel,Manual,First,27.0,74.0,MARUTI,BALENO ALPHA DIESEL
Hyderabad,2012,72921,Diesel,Manual,First,25.0,57.0,CHEVROLET,BEAT DIESEL
Pune,2012,59000,Petrol,Manual,First,19.0,86.0,HONDA,BRIO V MT
Mumbai,2014,33000,Diesel,Manual,Second,20.0,68.0,FORD,FIGO DIESEL TITANIUM
Pune,2016,36789,Petrol,Automatic,First,23.0,67.0,MARUTI,CELERIO VXI AT
Jaipur,2014,41000,Diesel,Automatic,First,14.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI ELEGANCE AT
Hyderabad,2007,71000,Petrol,Automatic,First,17.0,97.0,HYUNDAI,SANTRO XING XL AT ERLX EURO III
Jaipur,2015,46650,Petrol,Manual,First,19.0,86.0,HONDA,BRIO S MT
Mumbai,2018,3000,Petrol,Automatic,First,21.0,83.0,MARUTI,BALENO ALPHA CVT
Coimbatore,2014,14799,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON SPORTZ
Hyderabad,2015,68525,Diesel,Manual,First,23.0,90.0,HYUNDAI,I20 1.4 CRDI SPORTZ
Hyderabad,2018,15000,Diesel,Automatic,First,10.0,197.0,FORD,ENDEAVOUR 3.2 TITANIUM AT 4X4
Ahmedabad,2017,29000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I-VTEC VX
Kochi,2012,77407,Diesel,Manual,Second,21.0,88.0,MARUTI,SX4 ZDI
Jaipur,2007,118000,Petrol,Manual,First,12.0,102.0,CHEVROLET,OPTRA MAGNUM 1.6 LS PETROL
Delhi,2013,75000,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL HIGHLINE
Pune,2012,69000,Petrol,Manual,First,16.0,116.0,HONDA,CITY V MT
Kochi,2016,52553,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX OPTION
Mumbai,2014,58000,Diesel,Manual,Second,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI SX
Mumbai,2017,24000,Diesel,Automatic,First,17.0,170.0,MERCEDES-BENZ,GLC 220D 4MATIC STYLE
Hyderabad,2015,65542,Diesel,Manual,First,20.0,68.0,FORD,FIGO DIESEL EXI
Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,105.0,VOLKSWAGEN,JETTA 2007-2011 2.0 TDI TRENDLINE
Coimbatore,2017,22251,Diesel,Manual,First,18.0,100.0,MAHINDRA,TUV 300 2015-2019 T8
Chennai,2013,55000,Petrol,Manual,Second,15.0,110.0,FORD,ECOSPORT 1.5 TI VCT MT TITANIUM
Kochi,2017,19387,Petrol,Manual,First,17.0,121.0,HYUNDAI,VERNA 1.6 SX VTVT (O)
Pune,2014,58000,CNG,Manual,First,26.0,58.0,MARUTI,WAGON R LXI CNG
Mumbai,2016,24001,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 SPORTZ 1.2
Kolkata,2008,17000,Diesel,Automatic,First,15.0,140.0,AUDI,A4 NEW 2.0 TDI MULTITRONIC
Delhi,2015,28500,Petrol,Manual,First,19.0,67.0,NISSAN,MICRA ACTIVE XV S
Jaipur,2014,66000,Diesel,Automatic,First,15.0,203.0,MERCEDES-BENZ,M-CLASS ML 250 CDI
Delhi,2017,22000,Diesel,Automatic,First,12.0,147.0,LAND,ROVER DISCOVERY SPORT TD4 S
Coimbatore,2018,44383,Petrol,Manual,First,15.0,121.0,HYUNDAI,CRETA 1.6 SX OPTION EXECUTIVE
Mumbai,2013,45000,Diesel,Manual,First,20.0,103.0,SKODA,RAPID 1.6 TDI ACTIVE
Jaipur,2015,58000,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE VDI
Delhi,2016,69000,Petrol,Manual,First,15.0,121.0,HYUNDAI,CRETA 1.6 SX
Coimbatore,2017,60993,Diesel,Manual,First,24.0,70.0,HYUNDAI,GRAND I10 CRDI SPORTZ
Pune,2016,67000,Diesel,Manual,First,18.0,100.0,MAHINDRA,TUV 300 T8
Kochi,2014,51134,Diesel,Manual,First,24.0,70.0,HYUNDAI,GRAND I10 CRDI SPORTZ
Chennai,2011,55000,Diesel,Automatic,Second,11.0,245.0,BMW,X5 XDRIVE 30D
Coimbatore,2018,25082,Diesel,Automatic,First,28.0,73.0,MARUTI,DZIRE AMT VDI
Delhi,2012,68350,Diesel,Manual,First,12.0,168.0,TOYOTA,FORTUNER 4X4 MT
Hyderabad,2015,50000,Diesel,Automatic,First,17.0,174.0,AUDI,A6 2011-2015 35 TDI TECHNOLOGY
Pune,2015,97000,Diesel,Manual,First,27.0,98.0,HONDA,JAZZ 1.5 V I DTEC
Coimbatore,2015,56238,Diesel,Automatic,First,11.0,335.0,AUDI,Q7 4.2 TDI QUATTRO TECHNOLOGY
Jaipur,2014,72618,Diesel,Manual,First,12.0,120.0,MAHINDRA,SCORPIO 2009-2014 VLX 2WD 7S BSIV
Hyderabad,2012,62005,Diesel,Manual,First,18.0,147.0,CHEVROLET,CRUZE LTZ
Hyderabad,2012,61250,Diesel,Manual,First,25.0,57.0,CHEVROLET,BEAT DIESEL LT
Coimbatore,2014,28469,Diesel,Automatic,First,18.0,187.0,AUDI,A4 35 TDI PREMIUM PLUS
Kochi,2018,21488,Petrol,Automatic,First,14.0,103.0,SKODA,RAPID 1.6 MPI AT STYLE
Pune,2014,197000,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE VDI
Pune,2009,138205,Diesel,Manual,Second,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Jaipur,2012,160000,Diesel,Manual,Second,22.0,74.0,MARUTI,SWIFT VDI
Coimbatore,2012,67590,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 V MT EXCLUSIVE
Mumbai,2012,52000,Diesel,Automatic,First,15.0,203.0,MERCEDES-BENZ,M-CLASS ML 250 CDI
Bangalore,2008,100000,Diesel,Manual,Second,17.0,75.0,MARUTI,SWIFT LDI BSIII
Kolkata,2017,60048,Diesel,Manual,First,26.0,99.0,FORD,ASPIRE TITANIUM DIESEL
Mumbai,2009,48000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ
Kolkata,2010,47000,Petrol,Manual,First,14.0,97.0,FIAT,PUNTO 1.4 EMOTION
Jaipur,2011,100000,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI
Coimbatore,2013,62601,Diesel,Manual,First,23.0,97.0,TOYOTA,ETIOS LIVA GD
Bangalore,2006,80010,Petrol,Manual,Second,20.0,81.0,MARUTI,SWIFT VXI BSIV
Coimbatore,2017,26493,Diesel,Automatic,First,19.0,170.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
Hyderabad,2011,96000,Diesel,Manual,Second,17.0,52.0,TATA,INDICA V2 DLE BSIII
Jaipur,2014,45700,Petrol,Manual,Second,22.0,47.0,MARUTI,ALTO 800 VXI
Kolkata,2005,13000,Petrol,Automatic,First,9.0,193.0,SKODA,SUPERB 2.8 V6 AT
Kolkata,2013,38000,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL COMFORTLINE 1.2L
Coimbatore,2019,8018,Petrol,Automatic,First,22.0,81.0,MARUTI,DZIRE AMT ZXI PLUS
Bangalore,2010,144400,Diesel,Manual,Third,12.0,120.0,MAHINDRA,SCORPIO VLX
Jaipur,2010,152000,Diesel,Manual,First,17.0,75.0,MARUTI,SWIFT VDI BSIII
Pune,2013,71000,Diesel,Automatic,First,18.0,184.0,BMW,3 SERIES 320D PRESTIGE
Jaipur,2012,80000,Petrol,Manual,Second,25.0,37.0,TATA,NANO STD SE
Mumbai,2014,87143,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 VX (DIESEL) 8 SEATER
Mumbai,2012,25000,Petrol,Manual,First,18.0,86.0,HONDA,BRIO S OPTION MT
Pune,2018,2000,Petrol,Automatic,First,23.0,83.0,TATA,TIAGO AMT 1.2 REVOTRON XZA
Kochi,2014,45239,Diesel,Manual,First,12.0,120.0,MAHINDRA,SCORPIO SLE BSIV
Hyderabad,2011,101999,Diesel,Automatic,First,16.0,218.0,BMW,5 SERIES 2003-2012 525D
Mumbai,2014,74219,Diesel,Manual,First,21.0,87.0,TOYOTA,COROLLA ALTIS D-4D GL
Mumbai,2016,25000,Petrol,Automatic,First,18.0,117.0,HONDA,CITY I VTEC CVT VX
Hyderabad,2008,109606,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA CRDI 1.6 SX OPTION
Kolkata,2015,36000,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE VDI OPTIONAL
Coimbatore,2016,41810,Petrol,Manual,First,20.0,91.0,MARUTI,CIAZ ZXI
Jaipur,2014,93321,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TITANIUM
Hyderabad,2011,81000,Petrol,Manual,First,20.0,67.0,MARUTI,ALTO K10 2010-2014 VXI
Kochi,2019,25717,Petrol,Automatic,First,19.0,88.0,HONDA,AMAZE V CVT PETROL
Delhi,2015,37000,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W6 2WD
Coimbatore,2017,56380,Diesel,Manual,First,18.0,100.0,MAHINDRA,TUV 300 2015-2019 T8
Chennai,2017,8000,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ VX
Kochi,2018,14589,Petrol,Manual,First,16.0,88.0,MARUTI,SWIFT VXI BSIII W/ ABS
Delhi,2013,65088,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL HIGHLINE 1.2L
Coimbatore,2019,24864,Diesel,Manual,First,20.0,126.0,HYUNDAI,CRETA 1.6 SX OPTION DIESEL
Coimbatore,2011,64831,Petrol,Manual,First,18.0,79.0,CHEVROLET,BEAT LS
Kolkata,2013,38001,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE VX I-DTEC
Mumbai,2008,77000,Petrol,Automatic,Second,10.0,157.0,MERCEDES-BENZ,E-CLASS 230 E AT
Hyderabad,2016,27000,Diesel,Automatic,First,18.0,265.0,BMW,5 SERIES 530D M SPORT
Mumbai,2016,39000,Diesel,Automatic,First,20.0,143.0,AUDI,A3 35 TDI PREMIUM PLUS
Pune,2015,131000,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE VDI
Kolkata,2015,43000,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE VDI
Pune,2011,68000,Diesel,Manual,Second,12.0,102.0,TOYOTA,INNOVA 2.5 V DIESEL 7-SEATER
Bangalore,2016,45165,Diesel,Automatic,First,16.0,184.0,BMW,X3 XDRIVE20D
Hyderabad,2007,120000,Diesel,Automatic,First,16.0,218.0,BMW,5 SERIES 2003-2012 525D
Coimbatore,2014,86091,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 2WD
Delhi,2009,71499,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 S MT
Chennai,2014,50000,Diesel,Manual,First,17.0,139.0,FORCE,ONE LX 4X4
Jaipur,2015,66000,Diesel,Manual,First,20.0,88.0,VOLKSWAGEN,POLO 1.5 TDI COMFORTLINE
Kolkata,2010,45000,Petrol,Manual,First,16.0,90.0,HONDA,JAZZ S
Hyderabad,2015,69189,Diesel,Manual,First,23.0,67.0,TOYOTA,ETIOS LIVA GD SP
Mumbai,2014,40206,Diesel,Manual,First,19.0,108.0,NISSAN,TERRANO XV PREMIUM 110 PS
Kochi,2017,36723,Diesel,Automatic,First,18.0,190.0,BMW,X3 XDRIVE 20D XLINE
Mumbai,2010,57500,Petrol,Manual,First,18.0,80.0,HYUNDAI,I20 1.2 MAGNA
Kochi,2018,43912,CNG,Manual,First,15.0,73.0,MARUTI,EECO 5 STR WITH AC PLUS HTR CNG
Hyderabad,2011,52000,Diesel,Manual,First,17.0,68.0,FORD,FIESTA EXI 1.4 TDCI LTD
Kochi,2014,60952,Petrol,Automatic,First,16.0,118.0,HONDA,CITY 1.5 V AT
Chennai,2013,87192,Diesel,Manual,First,25.0,74.0,MARUTI,SWIFT VDI BSIV
Delhi,2014,58000,Diesel,Manual,First,24.0,70.0,HYUNDAI,GRAND I10 CRDI SPORTZ EDITION
Pune,2017,59500,Diesel,Automatic,First,14.0,245.0,AUDI,Q7 45 TDI QUATTRO TECHNOLOGY
Mumbai,2016,16650,Petrol,Manual,First,17.0,74.0,VOLKSWAGEN,AMEO 1.2 MPI HIGHLINE 16 ALLOY
Kochi,2018,34696,Petrol,Automatic,First,18.0,117.0,HONDA,CITY I VTEC CVT VX
Kochi,2018,42243,Diesel,Manual,First,27.0,74.0,MARUTI,BALENO ALPHA 1.3
Jaipur,2016,57824,Diesel,Manual,First,24.0,70.0,HYUNDAI,GRAND I10 CRDI SPORTZ
Jaipur,2011,110000,Diesel,Manual,First,19.0,73.0,MARUTI,SWIFT DZIRE VDI
Delhi,2006,63000,Petrol,Manual,First,16.0,97.0,MARUTI,SWIFT 1.3 VXI
Delhi,2013,72000,Diesel,Automatic,First,0.0,115.0,LAND,ROVER FREELANDER 2 TD4 HSE
Hyderabad,2013,63455,Diesel,Manual,First,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Hyderabad,2017,17151,Diesel,Manual,First,27.0,98.0,HONDA,JAZZ VX DIESEL
Pune,2016,31001,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA LDI OPTION
Kolkata,2014,42109,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE VDI
Delhi,2015,55000,Diesel,Automatic,Second,21.0,103.0,SKODA,RAPID 1.5 TDI AT ELEGANCE
Hyderabad,2013,46000,Diesel,Automatic,Second,0.0,115.0,LAND,ROVER FREELANDER 2 TD4 SE
Hyderabad,2013,30852,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 LXI
Pune,2011,65000,Petrol,Manual,Second,16.0,73.0,VOLKSWAGEN,POLO PETROL HIGHLINE 1.2L
Delhi,2015,65000,Diesel,Manual,First,26.0,98.0,HONDA,CITY I DTEC SV
Delhi,2013,72000,Diesel,Manual,First,23.0,74.0,MARUTI,SWIFT DZIRE LDI
Bangalore,2014,29000,Diesel,Automatic,First,17.0,174.0,AUDI,A4 2.0 TDI 177 BHP TECHNOLOGY EDITION
Kolkata,2015,32000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC VX
Chennai,2016,29875,Petrol,Manual,First,18.0,86.0,FORD,FIGO ASPIRE 1.2 TI-VCT AMBIENTE
Kochi,2018,32539,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA LDI
Hyderabad,2015,83090,Diesel,Manual,First,19.0,108.0,RENAULT,DUSTER 110PS DIESEL RXL
Hyderabad,2016,62679,Diesel,Manual,First,21.0,88.0,HYUNDAI,I20 ACTIVE 1.4 SX
Mumbai,2010,93000,Petrol,Manual,First,15.0,75.0,MAHINDRA,LOGAN PETROL 1.4 GLE
Mumbai,2006,44000,Petrol,Manual,First,17.0,78.0,HONDA,CITY ZX GXI
Bangalore,2010,78400,Petrol,Manual,Second,15.0,70.0,FORD,FIGO PETROL EXI
Mumbai,2014,71300,Petrol,Manual,First,13.0,102.0,RENAULT,DUSTER PETROL RXL
Kolkata,2015,18000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 SPORTZ 1.2
Coimbatore,2019,24013,Diesel,Automatic,First,12.0,148.0,LAND,ROVER DISCOVERY SPORT TD4 HSE 7S
Ahmedabad,2009,99100,Petrol,Automatic,Second,9.0,208.0,AUDI,Q5 2008-2012 2.0 TFSI QUATTRO
Mumbai,2003,62000,Petrol,Manual,Second,11.0,83.0,MARUTI,VERSA DX2 BS II
Kolkata,2017,14000,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE ZDI
Coimbatore,2015,44811,Diesel,Automatic,First,17.0,174.0,AUDI,A4 2.0 TDI PREMIUM SPORT LIMITED EDITION
Ahmedabad,2014,44000,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI COMFORTLINE
Chennai,2010,136000,Diesel,Manual,Second,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Jaipur,2010,144113,Diesel,Manual,Second,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Coimbatore,2012,94989,Petrol,Manual,First,12.0,177.0,HONDA,ACCORD 2.4 MT
Chennai,2012,58133,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT ZDI
Pune,2008,61000,Petrol,Manual,Second,17.0,70.0,SKODA,FABIA 1.2 MPI CLASSIC
Kolkata,2017,27000,Diesel,Manual,First,17.0,170.0,JEEP,COMPASS 2.0 SPORT
Ahmedabad,2014,18050,Petrol,Manual,Second,25.0,37.0,TATA,NANO TWIST XT
Hyderabad,2007,145277,Petrol,Manual,First,15.0,101.0,FORD,FIESTA 1.6 ZXI ABS
Ahmedabad,2015,42000,Diesel,Manual,First,27.0,47.0,MARUTI,CELERIO ZDI
Delhi,2011,86000,Diesel,Manual,First,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Ahmedabad,2015,42150,Diesel,Manual,First,27.0,47.0,MARUTI,CELERIO ZDI
Pune,2015,30158,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON ERA PLUS
Bangalore,2011,47000,Diesel,Manual,Second,23.0,90.0,FORD,FIESTA DIESEL TREND
Ahmedabad,2013,39000,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI COMFORTLINE
Coimbatore,2016,32125,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI COMFORTLINE
Coimbatore,2017,58829,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI
Coimbatore,2013,67559,Petrol,Manual,First,19.0,86.0,HONDA,BRIO S MT
Pune,2013,55000,Petrol,Manual,First,17.0,85.0,MARUTI,SWIFT DZIRE VXI
Kolkata,2018,30000,Petrol,Manual,First,23.0,67.0,MARUTI,CELERIO LXI MT
Mumbai,2016,28000,Petrol,Automatic,First,13.0,121.0,HYUNDAI,CRETA 1.6 SX PLUS PETROL AUTOMATIC
Kochi,2016,31826,Diesel,Manual,First,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TITANIUM
Hyderabad,2016,64000,Diesel,Manual,First,17.0,97.0,MARUTI,SWIFT VDI BSIV W ABS
Jaipur,2008,100009,Petrol,Manual,Second,13.0,141.0,HONDA,CR-V RVI MT
Coimbatore,2019,17201,Diesel,Automatic,First,12.0,187.0,LAND,ROVER DISCOVERY SPORT SD4 HSE LUXURY 7S
Delhi,2014,74345,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 2WD
Kochi,2015,58134,Petrol,Manual,First,16.0,74.0,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
