,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,brand,model
4738,2008,43761,Petrol,Manual,First,18.0,995,62,5.0,1.75,CHEVROLET,SPARK 1.0 LT
4739,2017,17400,Diesel,Manual,First,24.52,1248,88.5,7.0,9.75,MARUTI,ERTIGA SHVS VDI
4740,2013,61510,Diesel,Manual,First,25.8,1498,98.6,5.0,4.75,HONDA,AMAZE S I-DTECH
4741,2014,60000,Petrol,Manual,First,17.4,1497,117.3,5.0,6.25,HONDA,CITY I VTEC S
4742,2014,35165,Diesel,Automatic,Second,23.8,1998,112,5.0,22.0,MINI,COOPER COUNTRYMAN D
4743,2016,41617,Petrol,Automatic,First,14.53,1794,138.1,5.0,14.14,TOYOTA,COROLLA ALTIS 2008-2013 1.8 VL AT
4744,2005,45000,Petrol,Manual,First,17.0,1086,,5.0,0.95,HYUNDAI,SANTRO XING XL ERLX EURO III
4745,2014,65000,Petrol,Automatic,First,13.7,1798,157.75,5.0,11.95,SKODA,SUPERB ELEGANCE 1.8 TSI AT
4746,2011,68000,Petrol,Manual,First,18.9,998,67.1,5.0,2.5,MARUTI,WAGON R LXI BS IV
4747,2013,49000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.75,HYUNDAI,I10 ERA 1.1
4748,2019,16698,Petrol,Manual,First,23.84,1199,84,5.0,5.85,TATA,TIAGO 1.2 REVOTRON XT OPTION
4749,2016,30965,Petrol,Manual,First,21.4,1197,83.1,5.0,6.25,MARUTI,BALENO ZETA 1.2
4750,2014,56058,Petrol,Manual,First,15.04,1598,103.2,5.0,4.95,VOLKSWAGEN,VENTO 1.6 HIGHLINE
4751,2017,15356,Petrol,Manual,First,18.9,1197,81.86,5.0,4.75,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ OPTION
4752,2013,54000,Diesel,Manual,First,20.0,1399,68.05,5.0,2.55,FORD,FIGO DIESEL EXI
4753,2011,47000,Petrol,Automatic,Second,13.9,1799,130.3,5.0,4.5,HONDA,CIVIC 2010-2013 1.8 V AT SUNROOF
4754,2015,21652,Petrol,Manual,First,22.74,796,47.3,5.0,3.01,MARUTI,ALTO 800 LXI
4755,2016,52000,Diesel,Automatic,First,15.68,1999,177,5.0,42.0,LAND,ROVER RANGE ROVER EVOQUE 2.0 TD4 HSE DYNAMIC
4756,2010,35010,Diesel,Automatic,First,12.4,2698,179.5,5.0,11.5,AUDI,A6 2.7 TDI
4757,2006,76662,Diesel,Automatic,First,11.0,2987,198.5,5.0,10.99,MERCEDES-BENZ,E-CLASS 280 CDI
4758,2009,89000,Petrol,Automatic,First,17.0,1497,118,5.0,3.71,HONDA,CITY 1.5 V AT EXCLUSIVE
4759,2006,80000,Petrol,Automatic,Third,10.1,2354,152,5.0,2.0,HONDA,CR-V 2.4 4WD AT
4760,2018,39023,Diesel,Manual,First,28.09,1248,88.5,5.0,9.48,MARUTI,CIAZ 1.3 ALPHA
4761,2004,62000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.25,MARUTI,WAGON R LXI
4762,2015,78046,Diesel,Manual,First,19.67,1582,126.2,5.0,10.9,HYUNDAI,CRETA 1.6 CRDI SX OPTION
4763,2015,34400,Diesel,Manual,First,28.09,1248,88.5,5.0,5.5,MARUTI,CIAZ VDI PLUS SHVS
4764,2016,64624,Petrol,Manual,First,21.1,814,55.2,5.0,3.71,HYUNDAI,EON D LITE PLUS
4765,2014,69192,Petrol,Manual,First,16.02,1373,93.7,7.0,6.25,MARUTI,ERTIGA VXI
4766,2012,55000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.9,VOLKSWAGEN,VENTO DIESEL HIGHLINE
4767,2005,81000,Petrol,Manual,Second,12.8,1493,100,5.0,1.1,HONDA,CITY 1.5 GXI
4768,2016,36733,Petrol,Manual,First,16.47,1198,73.9,5.0,4.72,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
4769,2017,24310,CNG,Manual,First,33.44,796,40.3,4.0,3.7,MARUTI,ALTO 800 2016-2019 CNG LXI
4770,2016,43022,Diesel,Automatic,First,17.9,2143,136,5.0,24.85,MERCEDES-BENZ,GLA CLASS 200 CDI
4771,2013,74000,Diesel,Manual,First,14.66,2199,194.3,7.0,12.25,HYUNDAI,SANTA FE 4X2
4772,2014,47000,Diesel,Manual,First,22.9,1248,74,5.0,3.9,MARUTI,SWIFT VDI
4773,2017,37460,Petrol,Manual,First,18.6,1197,81.86,5.0,6.28,HYUNDAI,ELITE I20 SPORTZ PLUS
4774,2011,130000,Diesel,Manual,First,14.0,2498,112,8.0,2.75,MAHINDRA,XYLO E8 BS IV
4775,2017,31576,Petrol,Manual,First,18.9,1197,82,5.0,7.85,HYUNDAI,GRAND I10 ASTA OPTION
4776,2011,66000,Petrol,Manual,First,15.04,1598,103.6,5.0,2.95,VOLKSWAGEN,VENTO PETROL HIGHLINE
4777,2008,79000,Petrol,Automatic,Second,11.7,2354,177.6,5.0,4.85,HONDA,ACCORD 2.4 A/T
4778,2011,47140,Diesel,Automatic,Second,13.5,2925,281.61,5.0,30.0,MERCEDES-BENZ,S-CLASS S 350 D
4779,2016,36610,Diesel,Automatic,First,15.0,2143,107.3,5.0,19.9,MERCEDES-BENZ,B CLASS B200 CDI
4780,2016,93000,Diesel,Manual,First,20.5,1582,126.2,5.0,10.8,HYUNDAI,CRETA 1.6 SX OPTION DIESEL
4781,2007,52195,Petrol,Manual,First,19.7,796,46.3,5.0,1.75,MARUTI,ALTO LXI
4782,2016,20003,Diesel,Automatic,First,20.38,1968,143,5.0,19.25,AUDI,A3 35 TDI PREMIUM
4783,2013,66314,Diesel,Manual,First,19.87,1461,83.8,5.0,5.5,RENAULT,DUSTER 85PS DIESEL RXL
4784,2009,76000,Diesel,Manual,First,17.8,1399,68,5.0,2.75,FORD,FIESTA 1.4 ZXI TDCI ABS
4785,2015,29000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.0,HYUNDAI,CRETA 1.6 SX PLUS DIESEL
4786,2011,30000,Diesel,Manual,First,20.0,1399,68,5.0,3.2,FORD,FIGO DIESEL ZXI
4787,2013,56526,Petrol,Manual,First,15.26,1598,103.5,5.0,5.84,VOLKSWAGEN,POLO PETROL HIGHLINE 1.6L
4788,2015,38000,Diesel,Automatic,Second,16.8,1969,150,5.0,24.0,VOLVO,V40 D3 R DESIGN
4789,2012,41000,Diesel,Automatic,First,19.08,1582,126.32,5.0,6.25,HYUNDAI,VERNA SX CRDI AT
4790,2009,53000,Diesel,Automatic,First,14.49,2993,258,5.0,36.0,BMW,7 SERIES 2007-2012 730LD
4791,2003,125000,Diesel,Manual,Third,14.8,1998,68,5.0,3.0,MITSUBISHI,LANCER GLXD
4792,2010,242000,Diesel,Manual,First,11.5,2982,171,7.0,11.0,TOYOTA,FORTUNER 3.0 DIESEL
4793,2015,90000,Diesel,Manual,First,26.21,1248,88.5,5.0,6.5,MARUTI,CIAZ VDI PLUS
4794,2018,11000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.4,MARUTI,VITARA BREZZA VDI OPTION
4795,2018,21936,Diesel,Automatic,First,21.76,1995,190,5.0,37.92,BMW,3 SERIES LUXURY LINE
4796,2013,41000,Petrol,Automatic,First,14.4,1598,103.6,5.0,5.25,VOLKSWAGEN,VENTO PETROL HIGHLINE AT
4797,2011,47000,Petrol,Manual,First,17.0,1197,80,5.0,4.5,HYUNDAI,I20 1.2 ASTA
4798,2009,110000,Diesel,Automatic,First,11.0,2993,235,5.0,18.0,BMW,X5 3.0D
4799,2015,45960,Petrol,Manual,First,19.1,1197,82,5.0,5.56,HYUNDAI,XCENT 1.2 KAPPA S
4800,2013,48000,Diesel,Automatic,First,14.21,2143,203,5.0,22.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI BLUE EFFICIENCY
4801,2011,68000,Diesel,Automatic,First,12.39,2179,147.51,5.0,22.0,LAND,ROVER FREELANDER 2 SE
4802,2011,41000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.65,HYUNDAI,I10 MAGNA
4803,2013,69573,Diesel,Manual,Second,22.32,1582,126.32,5.0,5.85,HYUNDAI,VERNA 1.6 SX CRDI (O)
4804,2012,115000,Diesel,Manual,First,19.33,1968,138.1,5.0,6.95,VOLKSWAGEN,JETTA 2012-2014 2.0L TDI HIGHLINE
4805,2012,47629,Diesel,Manual,First,15.1,2179,140,7.0,6.5,MAHINDRA,XUV500 W8 2WD
4806,2004,66624,Petrol,Manual,Third,19.7,796,35,8.0,0.85,MARUTI,OMNI 8 SEATER BSII
4807,2013,80000,Petrol,Automatic,Second,14.67,1798,177.46,5.0,7.25,SKODA,SUPERB STYLE 1.8 TSI AT
4808,2012,94868,Diesel,Manual,First,22.9,1248,74,5.0,4.5,MARUTI,SWIFT VDI
4809,2010,76477,Diesel,Manual,First,10.5,2179,120,8.0,4.25,MAHINDRA,SCORPIO 2.6 LX
4810,2016,28000,Petrol,Automatic,First,13.7,1991,183,5.0,26.0,MERCEDES-BENZ,GLA CLASS 200 SPORT EDITION
4811,2017,28599,Diesel,Manual,First,16.55,2498,105,6.0,9.66,MAHINDRA,THAR CRDE
4812,2013,45348,Diesel,Manual,Second,19.01,1461,108.45,5.0,6.85,RENAULT,DUSTER 110PS DIESEL RXZ
4813,2013,80127,Diesel,Automatic,First,12.8,1968,167.6,5.0,23.68,AUDI,Q5 2008-2012 2.0 TDI
4814,2013,68000,Diesel,Automatic,Second,12.39,2179,147.51,5.0,15.75,LAND,ROVER FREELANDER 2 SE
4815,2012,75000,Diesel,Manual,Third,20.54,1598,103.6,5.0,3.5,VOLKSWAGEN,VENTO DIESEL COMFORTLINE
4816,2006,48000,Petrol,Automatic,Second,11.62,2979,306,5.0,6.99,BMW,5 SERIES 2003-2012 540I SEDAN
4817,2019,41871,Diesel,Manual,First,22.7,1582,126.2,5.0,15.57,HYUNDAI,ELANTRA CRDI SX
4818,2015,84931,Diesel,Manual,First,15.3,2956,83.8,7.0,5.29,TATA,SUMO EX
4819,2016,15000,Petrol,Manual,First,22.7,799,53.64,5.0,2.25,DATSUN,REDI-GO T
4820,2009,110000,Diesel,Automatic,First,11.7,2993,245,5.0,20.0,BMW,X5 XDRIVE 30D
4821,2011,5900,Petrol,Automatic,First,7.94,4395,450,4.0,47.5,BMW,6 SERIES 630I COUPE
4822,2002,103653,Petrol,Manual,Second,18.9,1061,47,5.0,1.22,MARUTI,ALTO VXI 1.1
4823,2012,64806,Petrol,Manual,First,16.47,1198,73.9,5.0,3.65,VOLKSWAGEN,POLO PETROL COMFORTLINE 1.2L
4824,2016,35000,Petrol,Manual,First,20.62,1198,67,7.0,3.1,DATSUN,GO PLUS A
4825,2016,40000,Petrol,Manual,First,15.29,1591,121.3,5.0,11.5,HYUNDAI,CRETA 1.6 VTVT S
4826,2015,23876,Petrol,Manual,First,24.07,998,67.1,5.0,3.46,MARUTI,ALTO K10 VXI
4827,2013,67901,Diesel,Manual,First,14.66,2199,194.3,7.0,8.38,HYUNDAI,SANTA FE 4X4
4828,2014,68865,Diesel,Manual,First,15.11,1598,103.6,5.0,4.8,VOLKSWAGEN,POLO GT TDI
4829,2014,71000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.5,HONDA,AMAZE S I-DTECH
4830,2004,95000,Petrol,Manual,First,15.9,1298,,5.0,0.8,MARUTI,ESTEEM VXI
4831,2014,25000,Diesel,Manual,First,22.9,1248,74,5.0,3.95,MARUTI,SWIFT VDI
4832,2012,180000,Diesel,Manual,First,20.5,1598,103.5,5.0,3.65,SKODA,RAPID 1.6 TDI AMBITION
4833,2005,131000,Diesel,Automatic,First,11.0,2987,198.5,5.0,10.0,MERCEDES-BENZ,E-CLASS 280 CDI
4834,2011,65000,Diesel,Manual,Second,12.05,2179,120,8.0,4.0,MAHINDRA,SCORPIO SLE BSIV
4835,2012,117777,Diesel,Manual,First,21.64,1461,84.8,5.0,4.75,NISSAN,SUNNY 2011-2014 DIESEL XL
4836,2009,65000,Petrol,Manual,Second,17.5,1298,85.8,5.0,3.1,MARUTI,SWIFT DZIRE VXI
4837,2017,46897,Petrol,Manual,First,21.1,814,55.2,5.0,3.61,HYUNDAI,EON SPORTZ
4838,2015,36695,Petrol,Manual,First,19.4,1198,86.8,5.0,4.29,HONDA,BRIO S MT
4839,2011,43000,Petrol,Manual,First,18.06,1198,75,5.0,2.13,NISSAN,MICRA XV PRIMO
4840,2008,54000,Petrol,Manual,First,19.7,796,46.3,5.0,1.1,MARUTI,ALTO LXI BSII
4841,2011,89000,Diesel,Automatic,First,22.69,1995,190,5.0,13.95,BMW,3 SERIES 320D
4842,2014,7000,Petrol,Manual,First,16.47,1198,74,5.0,5.35,VOLKSWAGEN,POLO 1.2 MPI HIGHLINE
4843,2014,58470,Petrol,Manual,First,23.1,998,67.04,5.0,3.9,MARUTI,CELERIO LXI
4844,2014,37000,Petrol,Manual,First,21.5,1197,81.80,5.0,2.8,MARUTI,WAGON R VXI 1.2
4845,2016,29000,Diesel,Manual,First,26.21,1248,88.5,5.0,8.75,MARUTI,CIAZ ZDI PLUS
4846,2013,52000,Diesel,Automatic,First,16.55,1968,147.51,5.0,19.5,AUDI,A4 2.0 TDI
4847,2013,32807,Petrol,Manual,First,19.4,1198,86.8,5.0,2.75,HONDA,BRIO S MT
4848,2013,86000,Diesel,Automatic,First,11.79,2179,120,8.0,8.0,MAHINDRA,SCORPIO VLX 2WD AT BSIV
4849,2014,66500,Diesel,Manual,First,26.0,1498,98.6,5.0,5.7,HONDA,CITY I DTEC V
4850,2012,94000,Diesel,Automatic,First,17.05,1995,184,5.0,12.5,BMW,X1 SDRIVE20D
4851,2011,29000,Petrol,Manual,Second,18.0,995,62,5.0,1.75,CHEVROLET,SPARK 1.0 LT
4852,2010,107389,Diesel,Manual,Second,20.0,1399,68,5.0,1.9,FORD,FIGO DIESEL EXI
4853,2015,36100,Petrol,Manual,First,20.4,1197,81.80,5.0,4.5,MARUTI,SWIFT VXI BSIV
4854,2015,16329,Diesel,Automatic,First,19.27,2143,170,5.0,30.3,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
4855,2014,36000,Diesel,Automatic,First,19.3,1968,141,5.0,16.0,SKODA,OCTAVIA ELEGANCE 2.0 TDI AT
4856,2017,41816,Diesel,Automatic,First,18.56,1995,190,5.0,32.78,BMW,X3 XDRIVE20D XLINE
4857,2015,54680,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,HYUNDAI,EON ERA PLUS
4858,2017,14000,Diesel,Automatic,First,18.25,1968,187.74,5.0,43.0,AUDI,A4 35 TDI TECHNOLOGY
4859,2017,23977,Petrol,Manual,First,18.16,1196,86.8,5.0,5.38,FORD,FIGO 2015-2019 1.2P TITANIUM MT
4860,2013,30131,Petrol,Manual,First,20.92,998,67.1,5.0,2.65,MARUTI,ALTO K10 2010-2014 VXI
4861,2017,2530,Petrol,Manual,First,24.7,796,47.3,5.0,3.3,MARUTI,ALTO 800 2016-2019 VXI
4862,2015,39000,Diesel,Automatic,First,19.27,2143,167.62,5.0,34.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI STYLE
4863,2001,140000,Petrol,Manual,Third,20.3,1086,68,5.0,0.7,HYUNDAI,SANTRO D LITE
4864,2017,32257,Diesel,Manual,First,24.4,1120,71,5.0,6.83,HYUNDAI,XCENT 1.1 CRDI S
4865,2016,46983,Diesel,Manual,First,25.8,1498,98.6,5.0,5.77,HONDA,AMAZE S I-DTECH
4866,2008,107000,Diesel,Manual,Second,17.8,1248,75,5.0,3.1,MARUTI,SWIFT VDI BSIII
4867,2017,19000,Petrol,Manual,First,16.2,1199,74,5.0,4.95,VOLKSWAGEN,POLO 1.2 MPI COMFORTLINE
4868,2013,88000,Diesel,Automatic,First,17.11,1968,174.33,5.0,16.25,AUDI,A4 2.0 TDI 177 BHP PREMIUM PLUS
4869,2012,84384,Diesel,Automatic,First,10.2,4367,308,7.0,52.54,LAND,ROVER RANGE ROVER 3.6 TDV8 VOGUE SE
4870,2011,128000,Diesel,Manual,Third,16.0,2179,140,7.0,6.4,MAHINDRA,XUV500 W8 2WD
4871,2011,71000,Diesel,Manual,Third,13.1,2499,141,7.0,6.95,FORD,ENDEAVOUR 2.5L 4X2
4872,2008,50000,Diesel,Manual,First,17.2,1396,53.5,5.0,0.85,TATA,INDICA V2 DLX
4873,2016,16000,Petrol,Manual,First,21.4,1197,83.1,5.0,6.95,MARUTI,BALENO ALPHA
4874,2017,82000,Diesel,Manual,First,24.4,1120,71,5.0,3.45,HYUNDAI,XCENT 1.1 CRDI BASE
4875,2008,80000,Petrol,Manual,First,13.5,1799,130,5.0,2.75,HONDA,CIVIC 2006-2010 1.8 S MT
4876,2015,36000,Petrol,Manual,Second,18.6,1197,81.83,5.0,4.95,HYUNDAI,I20 SPORTZ OPTION 1.2
4877,2018,17477,Petrol,Manual,First,17.0,1198,108.5,5.0,9.62,TATA,NEXON 1.2 REVOTRON XZ PLUS
4878,2016,16725,Petrol,Manual,First,18.6,1197,81.83,5.0,6.79,HYUNDAI,I20 SPORTZ 1.2
4879,2014,48241,Petrol,Manual,First,19.1,1197,85.8,5.0,4.5,MARUTI,SWIFT DZIRE ZXI
4880,2014,52431,Petrol,Manual,First,22.5,998,67.04,5.0,3.01,MARUTI,WAGON R LXI
4881,2012,68000,Diesel,Manual,First,21.9,1396,88.76,5.0,4.4,HYUNDAI,I20 SPORTZ 1.4 CRDI
4882,2012,158000,Diesel,Automatic,First,12.55,2982,168.5,7.0,17.49,TOYOTA,FORTUNER 4X2 AT
4883,2014,31446,Petrol,Manual,First,20.36,1197,78.9,5.0,4.66,HYUNDAI,I10 SPORTZ
4884,2015,25000,Petrol,Manual,First,18.9,1197,82,5.0,5.5,HYUNDAI,GRAND I10 ASTA
4885,2016,57000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.0,HYUNDAI,I20 ASTA 1.2
4886,2007,76000,Petrol,Automatic,First,17.0,1086,,5.0,2.4,HYUNDAI,SANTRO XING XL AT ERLX EURO II
4887,2018,57078,Diesel,Manual,First,24.3,1248,88.5,5.0,10.19,MARUTI,VITARA BREZZA ZDI PLUS
4888,2016,47471,Diesel,Manual,First,25.8,1498,98.6,5.0,5.25,HONDA,AMAZE S I-DTECH
4889,2014,50000,Diesel,Automatic,First,15.26,2143,203.2,5.0,45.0,MERCEDES-BENZ,M-CLASS ML 250 CDI
4890,2010,62000,Diesel,Manual,First,23.0,1396,90,5.0,2.7,HYUNDAI,I20 SPORTZ DIESEL
4891,2013,65807,Petrol,Manual,First,19.81,1086,68.05,5.0,3.39,HYUNDAI,I10 ERA
4892,2014,81768,Diesel,Manual,First,26.59,1248,74,5.0,5.69,MARUTI,SWIFT DZIRE VDI
4893,2018,9952,Petrol,Automatic,First,10.37,2979,306,2.0,58.54,BMW,Z4 2009-2013 ROADSTER 2.5I
4894,2017,24000,Diesel,Manual,First,27.39,1248,74,5.0,8.4,MARUTI,BALENO ALPHA DIESEL
4895,2012,72921,Diesel,Manual,First,25.44,936,57.6,5.0,2.5,CHEVROLET,BEAT DIESEL
4896,2012,59000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.25,HONDA,BRIO V MT
4897,2014,33000,Diesel,Manual,Second,20.0,1399,68.05,5.0,3.25,FORD,FIGO DIESEL TITANIUM
4898,2016,36789,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,MARUTI,CELERIO VXI AT
4899,2014,41000,Diesel,Automatic,First,14.84,2143,170,5.0,18.5,MERCEDES-BENZ,NEW C-CLASS C 220 CDI ELEGANCE AT
4900,2007,71000,Petrol,Automatic,First,17.0,1086,,5.0,2.4,HYUNDAI,SANTRO XING XL AT ERLX EURO III
4901,2015,46650,Petrol,Manual,First,19.4,1198,86.8,5.0,4.25,HONDA,BRIO S MT
4902,2018,3000,Petrol,Automatic,First,21.4,1197,83.1,5.0,8.85,MARUTI,BALENO ALPHA CVT
4903,2014,14799,Petrol,Manual,First,21.1,814,55.2,5.0,4.14,HYUNDAI,EON SPORTZ
4904,2011,44000,Electric,Automatic,First,,1798,73,5.0,12.75,TOYOTA,PRIUS 2009-2016 Z4
4905,2015,68525,Diesel,Manual,First,23.0,1396,90,5.0,7.0,HYUNDAI,I20 1.4 CRDI SPORTZ
4906,2018,15000,Diesel,Automatic,First,10.91,3198,197,7.0,33.0,FORD,ENDEAVOUR 3.2 TITANIUM AT 4X4
4907,2017,29000,Petrol,Manual,First,17.4,1497,117.3,5.0,10.0,HONDA,CITY I-VTEC VX
4908,2012,77407,Diesel,Manual,Second,21.5,1248,88.8,5.0,3.53,MARUTI,SX4 ZDI
4909,2007,118000,Petrol,Manual,First,12.9,1598,102.5,5.0,1.35,CHEVROLET,OPTRA MAGNUM 1.6 LS PETROL
4910,2013,75000,Diesel,Manual,First,20.54,1598,103.6,5.0,4.5,VOLKSWAGEN,VENTO DIESEL HIGHLINE
4911,2012,69000,Petrol,Manual,First,16.8,1497,116.3,5.0,4.9,HONDA,CITY V MT
4912,2016,52553,Diesel,Manual,First,19.67,1582,126.2,5.0,12.26,HYUNDAI,CRETA 1.6 CRDI SX OPTION
4913,2014,58000,Diesel,Manual,Second,24.4,1120,71,5.0,3.99,HYUNDAI,XCENT 1.1 CRDI SX
4914,2017,24000,Diesel,Automatic,First,17.9,2143,170,5.0,46.95,MERCEDES-BENZ,GLC 220D 4MATIC STYLE
4915,2015,65542,Diesel,Manual,First,20.0,1399,68,5.0,3.8,FORD,FIGO DIESEL EXI
4916,2013,68008,Diesel,Manual,Second,15.0,1896,105,5.0,6.75,VOLKSWAGEN,JETTA 2007-2011 2.0 TDI TRENDLINE
4917,2017,22251,Diesel,Manual,First,18.49,1493,100,7.0,8.75,MAHINDRA,TUV 300 2015-2019 T8
4918,2013,55000,Petrol,Manual,Second,15.8,1499,110,5.0,5.2,FORD,ECOSPORT 1.5 TI VCT MT TITANIUM
4919,2017,19387,Petrol,Manual,First,17.1,1591,121.3,5.0,8.42,HYUNDAI,VERNA 1.6 SX VTVT (O)
4920,2014,58000,CNG,Manual,First,26.6,998,58.16,5.0,3.0,MARUTI,WAGON R LXI CNG
4921,2016,24001,Petrol,Manual,First,18.6,1197,81.83,5.0,5.75,HYUNDAI,I20 SPORTZ 1.2
4922,2008,17000,Diesel,Automatic,First,15.2,1968,140.8,5.0,9.75,AUDI,A4 NEW 2.0 TDI MULTITRONIC
4923,2015,28500,Petrol,Manual,First,19.49,1198,67.04,5.0,3.5,NISSAN,MICRA ACTIVE XV S
4924,2014,66000,Diesel,Automatic,First,15.26,2143,203.2,5.0,30.0,MERCEDES-BENZ,M-CLASS ML 250 CDI
4925,2017,22000,Diesel,Automatic,First,12.83,2179,147.5,5.0,35.0,LAND,ROVER DISCOVERY SPORT TD4 S
4926,2018,44383,Petrol,Manual,First,15.8,1591,121.3,5.0,13.25,HYUNDAI,CRETA 1.6 SX OPTION EXECUTIVE
4927,2013,45000,Diesel,Manual,First,20.5,1598,103.5,5.0,3.65,SKODA,RAPID 1.6 TDI ACTIVE
4928,2015,58000,Diesel,Manual,First,23.4,1248,74,5.0,5.25,MARUTI,SWIFT DZIRE VDI
4929,2016,69000,Petrol,Manual,First,15.8,1591,121.3,5.0,9.7,HYUNDAI,CRETA 1.6 SX
4930,2017,60993,Diesel,Manual,First,24.0,1120,70,5.0,5.21,HYUNDAI,GRAND I10 CRDI SPORTZ
4931,2016,67000,Diesel,Manual,First,18.49,1493,100,7.0,6.3,MAHINDRA,TUV 300 T8
4932,2014,51134,Diesel,Manual,First,24.0,1120,70,5.0,4.72,HYUNDAI,GRAND I10 CRDI SPORTZ
4933,2011,55000,Diesel,Automatic,Second,11.7,2993,245,5.0,28.0,BMW,X5 XDRIVE 30D
4934,2018,25082,Diesel,Automatic,First,28.4,1248,73.75,5.0,8.37,MARUTI,DZIRE AMT VDI
4935,2012,68350,Diesel,Manual,First,12.55,2982,168.5,7.0,14.0,TOYOTA,FORTUNER 4X4 MT
4936,2015,50000,Diesel,Automatic,First,17.68,1968,174.33,5.0,36.0,AUDI,A6 2011-2015 35 TDI TECHNOLOGY
4937,2015,97000,Diesel,Manual,First,27.3,1498,98.6,5.0,6.4,HONDA,JAZZ 1.5 V I DTEC
4938,2015,56238,Diesel,Automatic,First,11.33,4134,335.2,7.0,51.69,AUDI,Q7 4.2 TDI QUATTRO TECHNOLOGY
4939,2014,72618,Diesel,Manual,First,12.05,2179,120,7.0,8.0,MAHINDRA,SCORPIO 2009-2014 VLX 2WD 7S BSIV
4940,2012,62005,Diesel,Manual,First,18.3,1991,147.9,5.0,9.8,CHEVROLET,CRUZE LTZ
4941,2012,61250,Diesel,Manual,First,25.44,936,57.6,5.0,2.7,CHEVROLET,BEAT DIESEL LT
4942,2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5.0,24.37,AUDI,A4 35 TDI PREMIUM PLUS
4943,2018,21488,Petrol,Automatic,First,14.3,1598,103.52,5.0,9.72,SKODA,RAPID 1.6 MPI AT STYLE
4944,2014,197000,Diesel,Manual,First,23.4,1248,74,5.0,5.0,MARUTI,SWIFT DZIRE VDI
4945,2009,138205,Diesel,Manual,Second,11.5,2982,171,7.0,10.5,TOYOTA,FORTUNER 3.0 DIESEL
4946,2012,160000,Diesel,Manual,Second,22.9,1248,74,5.0,3.9,MARUTI,SWIFT VDI
4947,2012,67590,Petrol,Manual,First,17.0,1497,118,5.0,5.65,HONDA,CITY 1.5 V MT EXCLUSIVE
4948,2012,52000,Diesel,Automatic,First,15.26,2143,203.2,5.0,29.95,MERCEDES-BENZ,M-CLASS ML 250 CDI
4949,2008,100000,Diesel,Manual,Second,17.8,1248,75,5.0,3.0,MARUTI,SWIFT LDI BSIII
4950,2017,60048,Diesel,Manual,First,26.1,1498,99,5.0,6.0,FORD,ASPIRE TITANIUM DIESEL
4951,2009,48000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.11,HYUNDAI,I10 SPORTZ
4952,2010,47000,Petrol,Manual,First,14.6,,,,1.49,FIAT,PUNTO 1.4 EMOTION
4953,2011,100000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,MARUTI,ALTO LXI
4954,2013,62601,Diesel,Manual,First,23.59,1364,,5.0,4.67,TOYOTA,ETIOS LIVA GD
4955,2006,80010,Petrol,Manual,Second,20.4,1197,81.80,5.0,2.85,MARUTI,SWIFT VXI BSIV
4956,2017,26493,Diesel,Automatic,First,19.27,2143,170,5.0,33.64,MERCEDES-BENZ,NEW C-CLASS C 220 CDI AVANTGARDE
4957,2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5.0,0.91,TATA,INDICA V2 DLE BSIII
4958,2014,45700,Petrol,Manual,Second,22.74,796,47.3,5.0,2.42,MARUTI,ALTO 800 VXI
4959,2005,13000,Petrol,Automatic,First,9.3,2771,193.1,5.0,3.25,SKODA,SUPERB 2.8 V6 AT
4960,2013,38000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.8,VOLKSWAGEN,POLO PETROL COMFORTLINE 1.2L
4961,2019,8018,Petrol,Automatic,First,22.0,1197,81.80,5.0,8.3,MARUTI,DZIRE AMT ZXI PLUS
4962,2010,144400,Diesel,Manual,Third,12.05,2179,120,8.0,5.25,MAHINDRA,SCORPIO VLX
4963,2010,152000,Diesel,Manual,First,17.8,1248,75,5.0,2.9,MARUTI,SWIFT VDI BSIII
4964,2013,71000,Diesel,Automatic,First,18.88,1995,184,5.0,15.0,BMW,3 SERIES 320D PRESTIGE
4965,2012,80000,Petrol,Manual,Second,25.4,624,37.5,4.0,0.53,TATA,NANO STD SE
4966,2014,87143,Diesel,Manual,First,12.99,2494,100,8.0,12.5,TOYOTA,INNOVA 2.5 VX (DIESEL) 8 SEATER
